"Name","id","Phone","Website/Social Media","Latitude","Longitude","Address","Sub-Category","Last Updated","Created time","Notes","Category","Source","Status","Email","Special Accommodation Hours","SNAP/EBT","WIC","Pickup Offered","Delivery Offered","Delivery/Pickup Notes","Donate"
"Artichoke Basille's Pizza-",919,"(718) 215-8100","https://www.artichokepizza.com/",40.775068,-73.91229,"22-56 31st St, Queens","restaurant,food,point_of_interest,establishment","2020-04-07T04:00:00.000Z","2020-05-29T17:32:14.000Z","TAKEOUT & DELIVERY CALL 718-215-8100 HOURS 11AM - 1AM [www.artichokepizza.com][1]

  [1]: http://www.artichokepizza.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Astoria Pizza",920,"(718) 545-1313","http://www.astoriapizzeria30th.com/",40.76632,-73.920466,"32-04 30th Ave, Long Island City","meal_delivery,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","TAKEOUT & DELIVERY CALL 718-545-1313 HOURS 10:30AM - 4:45AM
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Astoria Provisions",921,"(917) 396-4002","http://www.astoriaprovisions.com/",40.772261,-73.929132,"12-23 Astoria Blvd, Long Island City","restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","TAKEOUT & DELIVERY CALL 917-396-4002 HOURS 9AM - 6PM [www.astoriaprovisions.com][1]

  [1]: http://www.astoriaprovisions.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Astoria Bagel",922,"(718) 606-2600",,40.776873,-73.912242,"3306 Ditmars Blvd, Astoria","bakery,meal_takeaway,restaurant,food,point_of_interest,establishment","2020-04-07T04:00:00.000Z","2020-05-29T17:32:14.000Z","[Closed at this time]
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Astoria Bier & Cheese",923,"(718) 255-6982","http://milkandhops.com/",40.774682,-73.908424,"35-11 Ditmars Blvd, Astoria","bar,restaurant,food,point_of_interest,establishment","2020-04-09T04:00:00.000Z","2020-05-29T17:32:14.000Z","Updates <https://www.instagram.com/p/B-XWVZvj314> Staff go fund me [www.gofundme.com/f/abcditmars-staff-fundraiser][1]

  [1]: http://www.gofundme.com/f/abcditmars-staff-fundraiser
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Astoria Coffee",924,"(347) 619-3915","http://astoriacoffeeny.com/",40.767144,-73.922485,"30-04 30th St, Astoria","cafe,food,point_of_interest,establishment","2020-04-07T04:00:00.000Z","2020-05-29T17:32:14.000Z","TAKEOUT, CALL 347-619-3915 HOURS Fri-Sun 8 am-3pm GIFT CARDS AVAILABLE IN STORE BAGS OF WHOLE BEAN COFFEE FOR PURCHASE. [www.astoriacoffeeny.com][1]

  [1]: http://www.astoriacoffeeny.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Astoria Pizza Factory",925,"(718) 726-9112","http://astoriapizzafactory.com/",40.778688,-73.902654,"19-46 37th St, Astoria","meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","TAKEOUT & DELIVERY CALL 718-726-9112  HOURS 10AM - 10PM DIGITAL GIFT CERTIFICATES AVAILABLE ON WEBSITE.  Astoriapizzafactory.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Athens Grill & Sports Bar",926,"(718) 777-5366",,40.767342,-73.921791,"30-11 30th Ave, Long Island City","restaurant,food,point_of_interest,establishment","2020-04-29T04:00:00.000Z","2020-05-29T17:32:14.000Z","Closed at this time  Call to be sure 718-777-5366
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Astoria Seafood",927,"(718) 392-2680","http://www.astoriaseafoodnyc.com/",40.754005,-73.929861,"3710 33rd St, Queens","restaurant,food,point_of_interest,establishment","2020-04-30T04:00:00.000Z","2020-05-29T17:32:14.000Z","Open 12-8 Wed-Sat Call 718-392-2680 3710 33rd St Astoria [www.astoriaseafoodnyc.com][1]

  [1]: http://www.astoriaseafoodnyc.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Astoria Seafood & Grill",928,"(917) 745-1715","http://astoriaseafoodngrillny.site/",40.765899,-73.913039,"25-79 Steinway St, Queens","bar,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","TAKEOUT & DELIVERY CALL 917-745-1715 HOURS 11AM - 11PM
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Kinship Coffee",929,"(646) 512-2106","https://www.kinshipcoffeeisbrewing.com/",40.762031,-73.925852,"30-14 Broadway, Astoria","cafe,food,point_of_interest,establishment","2020-05-28T04:00:00.000Z","2020-05-29T17:32:14.000Z","8am-3pm daily 646-512-2106 Updates <https://www.instagram.com/kinshipcoffee/> More Updates <https://www.kinshipcoffeeisbrewing.com/>
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Astoria Secret",930,"(718) 956-4526","https://stores.modells.com/s/steinway",40.764079,-73.914465,"30-88 Steinway St, Astoria","shoe_store,point_of_interest,clothing_store,establishment","2020-04-07T04:00:00.000Z","2020-05-29T17:32:14.000Z","Closed at this time
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Bagel House",931,"(718) 726-1869",,40.773226,-73.906258,"38-11 Ditmars Blvd, Astoria","bakery,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","TAKEOUT & DELIVERY CALL 718-726-1103 HOURS 5AM - 3PM
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Bagelberry",932,"(718) 932-1425",,40.76683,-73.920723,"31-13 30th Ave, Queens","meal_delivery,bakery,cafe,food,point_of_interest,establishment","2020-04-07T04:00:00.000Z","2020-05-29T17:32:14.000Z","Closed at this time [www.bagelberry.com][1]

  [1]: http://www.bagelberry.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Bahari Estiatorio",933,"(718) 204-8968","http://www.bahariestiatorio.com/",40.761635,-73.924942,"31-14 Broadway, Astoria","restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Takeout & Delivery Call 718-204-8968 HOURS 12PM - 12AM
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Bai Sushi",934,"(718) 956-7445","http://baisushitogo.com/",40.759719,-73.920272,"37-03 Broadway, Astoria","meal_delivery,restaurant,food,point_of_interest,establishment","2020-04-15T04:00:00.000Z","2020-05-29T17:32:14.000Z","Open for delivery/takeout order [www.baisushitogo.com][1]

  [1]: http://www.baisushitogo.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Bareburger",935,"(718) 777-7011","https://bareburger.com/",40.763439,-73.92107,"33-21 31st Ave, Astoria","restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Takeout & Delivery HOURS  12-10pm Delivery options include contactless delivery. BOGO on kids meals.  $12 special on select Burger/Fries combos.   <https://www.bareburger.com/>
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Bareburger",936,"(718) 204-7167","https://bareburger.com/",40.774161,-73.912806,"23-01 31st St, Astoria","restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","12-10pm Takeout & Contactless delivery BOGO on kids meals.  $12 special on select Burger/Fries combos.   <https://www.bareburger.com/>
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"BartoLino's Pizza",937,"(347) 730-6573","http://bartolinospizzamenu.com/",40.760751,-73.922441,"34-11 Broadway, Astoria","meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","12-11:30pm Delivery & Takeout  Call 347-730-6573 [www.bartolinospizzamenu.com][1]

  [1]: http://www.bartolinospizzamenu.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Basil Brick Oven Pizza",938,"(718) 204-1205","http://basilbrickoven.com/",40.770812,-73.92007,"28-17 Astoria Blvd, Queens","restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","11am-11pm Delivery & Takeout  347-846-0195 Get 10% off when you order through their website. Family size meals are available >>> [www.basilbrickoven.com][1]

  [1]: http://www.basilbrickoven.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Beans & Lager",939,"(718) 392-5777","http://beansandlager.com/",40.755872,-73.927954,"3301 36th Ave, Astoria","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","[Closed at this time] - Call (718) 392-5777 for updates
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Beija Flor",940,"(718) 606-2468","https://www.beyondmenu.com/35053/long-island-city/beija-flor-long-island-city-11101.aspx",40.75459,-73.93389,"38-02 29th St, Long Island City","bar,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 12-8 PM, Call (718) 606-2468 or 917-565-9625, [www.beijaflor.nyc][1]

  [1]: http://www.beijaflor.nyc
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Biskoti Bakery Cafe",941,"(844) 247-5684","http://www.biskoti.com/",40.764228,-73.915981,"37-20 30th Ave, Queens","bakery,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 10am - 10pm, Order by phone at (929) 286-0180 <https://www.instagram.com/biskotinyc/>
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Blackbird's Restaurant",942,"(718) 943-6899","http://blackbirdsbar.com/",40.763364,-73.913361,"41-19 30th Ave, Astoria","bar,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery (1/2 mile radius) & Takeout, Call (718) 943-6899 or visit <https://www.instagram.com/blackbirdsastoria/> to confirm hours, blackbirdsbar.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Blend Astoria",943,"(718) 606-6383","http://www.blendastoria.com/",40.764463,-73.915781,"37-17 30th Ave, Astoria","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 11 am-9 pm, Call (718) 606-6383 or order online at [www.blendastoria.com][1], order meals for first responders at <https://www.toasttab.com/blend-astoria/v3/add/57649cf1-c6b7-4ecc-a3d1-b90886191825/95527a1c-22c7-4994-93cd-b97c492b2b03>

  [1]: http://www.blendastoria.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Boon Chu 2",944,"(718) 269-4549","http://boonchu2thairestaurant.com/",40.774645,-73.908372,"35-13 Ditmars Blvd, Astoria","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 11 am - 11 pm, Call (718) 269-4549 or order through Seamless. [www.boonchu2thairestaurant.com][1]

  [1]: http://www.boonchu2thairestaurant.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Boteko Nyc",945,"(718) 606-2411",,40.7628,-73.926671,"29-03 Broadway, Queens","meal_delivery,bar,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","[Closed at this time] - Call  (718) 606-2411 for updates
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Botte Bar",946,"(718) 433-9079","https://bottebar.com/",40.763354,-73.92805,"25-07 Broadway, Queens","bar,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 4-10PM, Call (718) 433-9079 to place your order; they have daily specials menus (check their Instagram @bottebar) with plates of their most popular dishes in servings from 1-4, [www.bottebar.com][1]

  [1]: http://www.bottebar.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Brik Astoria",947,"(718) 267-2745","http://www.brikastoria.com/",40.758592,-73.91954,"32-16 Steinway St, Astoria","bar,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 11AM - 1AM, Call (718) 267-2745 or order through Grubhub/Seamless; alcoholic beverages available for pickup/delivery on phone deliveries only, [www.brikastoria.com][1] <https://www.instagram.com/p/B_AthbqjiRS/>

  [1]: http://www.brikastoria.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Broadway Cafe",948,"(718) 406-9477",,40.758562,-73.917761,"41-09 Broadway, Long Island City","cafe,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Takeout Hours 8AM - 2PM, Call (718) 406-9477
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Brooklyn Bagel & Coffee Company",949,"(718) 932-8280","http://www.bkbagel.com/",40.774721,-73.90848,"35-09 Ditmars Blvd, Long Island City","bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 6AM - 4:30PM, Text BKBAGEL to 33733 to download their app or order through their website [www.bkbagel.com][1] or by calling in your order at (718) 932-8280

  [1]: http://www.bkbagel.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Bubba's Bistro Astoria",950,"(718) 728-2227","http://www.bubbasbistroastoria.com/",40.775889,-73.909982,"31-13A Ditmars Blvd, Astoria","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Hours 1:30 to 9pm but call (718) 728-2227 to confirm, Call for delivery/takeout or order through Grubhub/Seamless, see [www.instagram.com/bubbasbistroastoria/][1] for updates

  [1]: http://www.instagram.com/bubbasbistroastoria/
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Bund On Broadway",951,"(718) 971-5465","http://www.bundonbroadway.com/",40.76316,-73.928229,"25-08 Broadway, Astoria","restaurant,meal_delivery,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 12-3 pm and 4:30-10 PM, Call (718) 971-5465, also offering flash frozen dumplings in several varieties for takeout and delivery! 24-hour advance order placement for frozen orders; $25 minimum order. Delivery is free for orders of $50+.  [www.bundonbroadway.com][1] <https://www.instagram.com/bundonbroadway/>

  [1]: http://www.bundonbroadway.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Burger Club",952,"(718) 777-7788","http://www.burger-club.com/",40.766361,-73.92056,"32-02 30th Ave, Astoria","meal_delivery,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","[Closed at this time]- Call (718) 777-7788 for updates, <https://www.burger-club.com/>
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Burgerology Astoria",953,"(917) 745-0299","https://www.burgerologyastoria.com/",40.775544,-73.909626,"31-29 Ditmars Blvd, Astoria","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","[Closed at this time] but Rockville Centre and Huntington locations are open, Gift cards are available at 20% off in increments of $25/$50/$100 at [www.burgerologyrvc.com][1]

  [1]: http://www.burgerologyrvc.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Butcher Bar",954,"(718) 606-8140","http://butcherbar.com/",40.764341,-73.916409,"37-10 30th Ave, Astoria","bar,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 11:30AM -11 PM , Order direct through their website and get 10% off with code MEATCANDY and donate a meal to hospital workers at butcherbar.com, Support staff at <https://www.gofundme.com/f/butcher-bar039s-employee-covid-fund>
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"BZ Grill",955,"(718) 932-7858","http://www.bzgrill.com/",40.770751,-73.921335,"27-02 Astoria Blvd, Queens","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 11 AM-11 PM, Call (718) 932-7858 or order through Grubhub, bzgrill.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Cafe Triskell",956,"(718) 472-0612","http://www.cafetriskell.co/",40.755597,-73.928028,"33-04 36th Ave, Astoria","cafe,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","[Closed at this time] - Call (718) 472-0612 for updates
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Caravan Chicken",957,"(718) 545-3980",,40.760556,-73.921944,"35-01 Broadway, Astoria","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Takeout Hours 11:30 am- 9 pm, Call (718) 545-3980 to order
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Champion Pizza",958,"(347) 278-1598",,40.761662,-73.92499,"31-12 Broadway, Queens","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Takeout & Delivery, Call (718) 433-9949 for hours
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Chano's Cantina",959,"(917) 832-7261","https://chanoscantinany.com/",40.756621,-73.929336,"35-55 31st St, Queens","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 11-11 PM, Call (917) 832-7261 [www.chanoscantinany.com][1]

  [1]: http://www.chanoscantinany.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Chela & Garnacha",960,"(917) 832-6876","http://www.chela-garnacha.com/",40.755802,-73.92757,"33-09 36th Ave, Queens","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 4:30 PM - 10 PM, Call (917) 832-6876 or order online (Seamless, Grubhub, Ubereats) [www.chela-garnacha.com][1]

  [1]: http://www.chela-garnacha.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Chicken Festival Astoria",961,"(718) 728-9696",,40.776561,-73.910939,"2919 Ditmars Blvd, Queens","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Takeout, Call (718) 728-9696 for hours
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Chicken Shack Astoria",962,"(718) 721-3035","https://chickenshacknyc.com/",40.759881,-73.920653,"36-19 Broadway, Queens","meal_delivery,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 11AM - Midnight, Call them at (718) 721-3035 or order online through their website; 10% off on orders through their website! [www.chickenshacknyc.com][1]

  [1]: http://www.chickenshacknyc.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Chip NYC",963,"(917) 745-0101","http://chipnewyorkcity.com/",40.765651,-73.919238,"30-06 34th St, Queens","bakery,food,point_of_interest,establishment","2020-04-29T04:00:00.000Z","2020-05-29T17:32:14.000Z","Open updates at [www.instagram.com/chipnewyorkcity][1] & [www.chipnewyorkcity.com][2]

  [1]: http://www.instagram.com/chipnewyorkcity
  [2]: http://www.chipnewyorkcity.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Christos Steak House",964,"(718) 777-8400","http://www.christossteakhouse.com/",40.770336,-73.907484,"4108 23rd Ave, Queens","night_club,bar,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Closed at this time] - Call 718-777-8400 for updates [www.christossteakhouse.com][1]

  [1]: http://www.christossteakhouse.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Comfortland",965,"(347) 642-9932","http://www.comfortlandnyc.com/",40.763853,-73.914521,"40-09 30th Ave, Astoria","cafe,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","10am-4pm Delivery & Takeout, Delivery through Grubhub, [www.comfortlandny.com][1] <https://www.instagram.com/comfortland/>

  [1]: http://www.comfortlandny.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Compton's",966,"(917) 745-0573",,40.770809,-73.930133,"30-02 14th St, Queens","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","8AM-5PM Delivery & Takeout, Call (917) 745-0573 or order through Caviar, [www.comptonsastoria.com][1]

  [1]: http://www.comptonsastoria.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Copabacana",967,,,40.756403,-73.929058,,,"2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","11am-10pm Takeout, Call 718-545-3685
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Create Food",968,"(718) 204-0333","https://www.createfoodsnyc.com/",40.765088,-73.91706,"36-03 30th Ave, Astoria","meal_delivery,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Sun-Thu 7:30am-9pm Fri-Sat 7:30am-8:30pm Delivery & Takeout  Order through website 5% off [www.createfoodsnyc.com][1] or call (718) 204-0333

  [1]: http://www.createfoodsnyc.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Crescent Kitchen",969,"(718) 278-0873","http://crescentkitchenastoria.com/",40.768543,-73.925319,"2342 30th Ave, Long Island City","cafe,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","6am-6pm Delivery & Takeout, Call (917) 775-0525
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Ddee Thai",970,"(718) 626-1222","http://www.ddeethai.com/",40.762905,-73.913248,"42-06 30th Ave, Astoria","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 11:30AM-10PM, Call (718) 626-1222 or online through Seamless/Grubhub <https://www.ddeethai.com/>
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Demole Astoria",971,"(718) 777-1655","http://www.demoleastoria.com/",40.762692,-73.912846,"42-20 30th Ave, Astoria","meal_delivery,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 11AM-11:30PM, Call (718) 777-1655 [www.demoleastoria.com][1]

  [1]: http://www.demoleastoria.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Desi BBQ",972,"(718) 650-1750",,40.753552,-73.923648,"36-02 Steinway St, Long Island City","meal_delivery,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 12-3AM,  Call (718) 650-1750 or order online through Ubereats
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Dillingers Pub & Grill",973,"(718) 956-5601",,40.761501,-73.90935,"4619 30th Ave, Astoria","bar,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 11:30AM-2AM, Call (718) 956-560  or order online with Postmates
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Queen's Room",974,"(347) 987-3994","http://queensroomnyc.com/",40.774146,-73.90826,"3602 Ditmars Blvd, Queens","meal_takeaway,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Daily, 9am-9pm Delivery via seamless and GrubHub takeout via phone, dm, and in person, Order Coffee, Food & Booze, More [www.queensroomnyc.com][1] Updates <https://www.facebook.com/QueensRoomNYC/>

  [1]: http://www.queensroomnyc.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"The Thirsty Koala",975,"(718) 626-5430","http://www.thethirstykoala.com/",40.774516,-73.908632,"35-12 Ditmars Boulevard between 35th and, 36th Ave","bar,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Daily 4-10pm Delivery & taekout, Call 718-626-5430 to confirm hours. DELIVERY via website seamless ubereats grubhub. Discount delivery with code KOALA <https://thethirstykoala.com/> DONATE A MEAL TO OUR LOCAL EMS STATIONS, POLICE PRECINCTS, FIRE HOUSES AND HOSPITALS THROUGH OUR ON LINE ORDERING SYSTEM
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Dino's Pizzeria",976,"(718) 545-4775","http://www.dinos-pizzeria.com/",40.762454,-73.92591,"30-01 Broadway, Astoria","meal_delivery,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Hours 11AM-11PM Delivery & Takeout, Call (718) 545-4775 <https://www.dinos-pizzeria.com/>, donate to Queens Together through their website
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"District Saigon",977,"(718) 956-0007","http://www.districtsaigonnyc.com/",40.759628,-73.919937,"37-15 Broadway, Astoria","meal_delivery,bar,restaurant,food,point_of_interest,establishment","2020-04-28T04:00:00.000Z","2020-05-29T17:32:14.000Z","5pm-pm everyday takeout & delivery  grubhub ubereats chownow postmates seamless Updates <https://www.instagram.com/p/B-fEV7sDdyN> & [www.districtsaigonnyc.com][1]

  [1]: http://www.districtsaigonnyc.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Djerdan Burek",978,"(718) 721-2694","http://djerdan.com/",40.762976,-73.920987,"3404 31st Ave, Astoria","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Hours 10AM-9PM Delivery & Takeout, Call (718) 721-2694 or order online through djerdan.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Dominie's",979,"(718) 706-6531","http://www.dominiesnyc.com/",40.76574,-73.918594,"34-07 30th Ave, Astoria","bar,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Hours 4AM-4PM, Call (718) 706-6531
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Don Coqui",980,"(718) 274-7474","http://www.doncoqui.com/",40.768139,-73.920606,"28-18 31st St, Queens","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Closed at this time
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Drunken Chicken",981,"(929) 522-0171","https://www.drunkenchickennyc.com/",40.762773,-73.927566,"25-30 Broadway, Astoria","meal_delivery,meal_takeaway,bar,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 3:30PM-12AM, Call (929) 522-0171 or [www.drunkenchickennyc.com][1]

  [1]: http://www.drunkenchickennyc.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Duzan",982,"(718) 204-7488",,40.768649,-73.910871,"2411 Steinway St, Long Island City","restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 12PM-12AM, Call (718) 204-7488 or order online through Seamless or Grubhub
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"East Garden",983,"(718) 729-1188","http://www.eastgardenastoriany.com/",40.756237,-73.929443,"31-10 36th Ave, Queens","meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment","2020-04-18T04:00:00.000Z","2020-05-29T17:32:14.000Z","Delivery & Takeout Hours 12-11:45 PM,  Call (718) 729-1188 [www.eastgardenastoriany.com][1]

  [1]: http://www.eastgardenastoriany.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
